PIMS Tag Name,Source Tag Property ID,Source Tag Path
"D550_3585-13.PERCENTAGE _OPEN.PV",152840918727196700,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A6/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_3585-13.POSITION_VALID.PVFL",152840918727065630,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A6/ValvePosition/properties/status/valid"
"D550_VLI6502A1-3.STATE.PVFL",152840918666182700,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A7/ValvePosition/properties/status/logicalPosition/open"
"D550_VLI6502A1-3.PERCENTAGE _OPEN.PV",152840918665986080,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A7/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VLI6502A1-3.POSITION_VALID.PVFL",152840918665855000,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A7/ValvePosition/properties/status/valid"
"D550_VLI6502A1-4.STATE.PVFL",152840918620897300,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A8/ValvePosition/properties/status/logicalPosition/open"
"D550_VLI6502A1-4.PERCENTAGE _OPEN.PV",152840918620700700,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A8/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VLI6502A1-4.POSITION_VALID.PVFL",152840918620569630,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012A8/ValvePosition/properties/status/valid"
"D550_VB6110A.STATE.PVFL",152840918766649380,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012AA/ValvePosition/properties/status/logicalPosition/open"
"D550_VB6110A.PERCENTAGE _OPEN.PV",152840918766452770,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012AA/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VB6110A.POSITION_VALID.PVFL",152840918766321700,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012AA/ValvePosition/properties/status/valid"
"D550_VFI6510C3-1.STATE.PVFL",152840918622732320,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012AB/ValvePosition/properties/status/logicalPosition/open"
"D550_VFI6510C3-1.PERCENTAGE _OPEN.PV",152840918622535700,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012AB/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VFI6510C3-1.POSITION_VALID.PVFL",152840918622404640,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012AB/ValvePosition/properties/status/valid"
"D550_VB6100K6.4.STATE.PVFL",152840918743646240,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B0/ValvePosition/properties/status/logicalPosition/open"
"D550_VB6100K6.4.PERCENTAGE _OPEN.PV",152840918743449630,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B0/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VB6100K6.4.POSITION_VALID.PVFL",152840918743318560,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B0/ValvePosition/properties/status/valid"
"D550_VA6730_3.STATE.PVFL",152840918929571870,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B1/ValvePosition/properties/status/logicalPosition/open"
"D550_VA6730_3.PERCENTAGE _OPEN.PV",152840918929375260,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B1/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VA6730_3.POSITION_VALID.PVFL",152840918929244200,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B1/ValvePosition/properties/status/valid"
"D550_VFI6510C3-2.STATE.PVFL",152840918947987500,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B2/ValvePosition/properties/status/logicalPosition/open"
"D550_VFI6510C3-2.PERCENTAGE _OPEN.PV",152840918947790880,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B2/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VFI6510C3-2.POSITION_VALID.PVFL",152840918947659800,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B2/ValvePosition/properties/status/valid"
"D550_VPI7825C.STATE.PVFL",152840918849355800,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B3/ValvePosition/properties/status/logicalPosition/open"
"D550_VPI7825C.PERCENTAGE _OPEN.PV",152840918849159200,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B3/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VPI7825C.POSITION_VALID.PVFL",152840918849028130,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B3/ValvePosition/properties/status/valid"
"D550_VPI7824C.STATE.PVFL",152840918859055140,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B6/ValvePosition/properties/status/logicalPosition/open"
"D550_VPI7824C.PERCENTAGE _OPEN.PV",152840918858858530,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B6/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VPI7824C.POSITION_VALID.PVFL",152840918858727460,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012B6/ValvePosition/properties/status/valid"
"D550_VLI6503C3-4.STATE.PVFL",152840918630203420,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BB/ValvePosition/properties/status/logicalPosition/open"
"D550_VLI6503C3-4.PERCENTAGE _OPEN.PV",152840918630006820,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BB/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VLI6503C3-4.POSITION_VALID.PVFL",152840918629875740,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BB/ValvePosition/properties/status/valid"
"D550_VLI6503C3-3.STATE.PVFL",152840918676733980,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BC/ValvePosition/properties/status/logicalPosition/open"
"D550_VLI6503C3-3.PERCENTAGE _OPEN.PV",152840918676537380,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BC/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VLI6503C3-3.POSITION_VALID.PVFL",152840918676406300,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BC/ValvePosition/properties/status/valid"
"D550_VLI6503C3-2.STATE.PVFL",152840918601498660,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BD/ValvePosition/properties/status/logicalPosition/open"
"D550_VLI6503C3-2.PERCENTAGE _OPEN.PV",152840918601302050,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BD/ValvePosition/properties/status/logicalPosition/openPercentage"
"D550_VLI6503C3-2.POSITION_VALID.PVFL",152840918601170980,"/System/Core/EA-02/MDI-P-EA-AVM-02/Aloxy-EA-02/data/basfbeant/70B3D57BB10012BD/ValvePosition/properties/status/valid"
